Demande Devis,Interest Level,Meeting Notes,Decision Level,Connait Marque,converted
True,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Responsable achats,False,0
False,Tiède,"Projet 200m² confirmé, budget débloqué, veut démarrer rapidement",Chef d'agence négoce,True,1
True,Froid,"Budget approuvé, souhaite un rendez-vous pour finaliser la commande",Conducteur de travaux,True,1
False,Froid,"Budget non validé par la direction, projet gelé indéfiniment",Chef d'agence négoce,False,0
True,Chaud,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Architecte,True,1
False,Tiède,"Satisfait de son fournisseur actuel, pas motivé pour changer",Architecte,True,0
True,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Promoteur immobilier,True,1
False,Tiède,"Pas de décision possible sans accord groupe, cycle très long",Architecte,False,0
False,Tiède,"Très satisfait de la présentation, a partagé nos docs avec son associé",Promoteur immobilier,False,1
False,Froid,"N'a pas pris de notes, pas de questions, clairement pas intéressé",Conducteur de travaux,True,0
False,Tiède,"Bon contact mais la marge est serrée, veut une remise supplémentaire",Promoteur immobilier,False,0
False,Tiède,"Knauf déjà présent sur ses chantiers, veut un avantage clair pour switcher",Conducteur de travaux,False,0
False,Tiède,"Veut comparer avec 2 autres fournisseurs avant de décider, à relancer dans 6 semaines",Conducteur de travaux,False,1
False,Chaud,"Chantier prévu avril, budget ok, compare encore avec Saint-Gobain",Responsable achats,True,0
False,Froid,"Trouve notre offre trop chère, Knauf proposé 15% moins cher",Responsable achats,True,0
False,Froid,"Convoqué par son N+1, pas décideur, ne peut rien valider",Chef d'agence négoce,True,0
False,Froid,"A raccourci la réunion, peu d'engagement, pas de suite annoncée",Chef d'agence négoce,False,0
False,Froid,Demande de documentation mais pas de projet concret à court terme,Conducteur de travaux,False,0
False,Froid,"Hésitant sur la qualité, a mentionné un problème passé avec un produit similaire",Chef d'agence négoce,True,1
False,Tiède,"Volume important prévu sur l'année, demande tarifs et conditions",Conducteur de travaux,False,1
False,Tiède,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Chef d'agence négoce,True,0
False,Tiède,"Pas de projet à court terme, juste en phase d'information",Conducteur de travaux,False,0
False,Tiède,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Responsable achats,False,0
False,Froid,"N'a pas pris de notes, pas de questions, clairement pas intéressé",Conducteur de travaux,True,1
True,Tiède,"Demande de devis pour moyenne importance de matériaux, livraison souhaitée avant octobre",Conducteur de travaux,True,1
False,Tiède,"Besoin urgent avant fin novembre, veut avancer rapidement, pas de concurrent mentionné",Chef d'agence négoce,True,1
False,Froid,Pas de décision avant le prochain comité de direction en mars,Chef d'agence négoce,True,0
True,Chaud,"Projet résidentiel 80 unités, budget confirmé, veut nos conditions tarifaires",Chef d'agence négoce,False,1
False,Froid,"Besoin de 1000m² pour chantier en mars, demande de devis immédiat",Promoteur immobilier,True,1
False,Froid,"Pas de décision possible sans accord groupe, cycle très long",Conducteur de travaux,False,0
False,Froid,"Pas de budget prévu cette année, à relancer en Q3",Promoteur immobilier,True,0
True,Froid,"Pas de budget disponible cette année, peut-être l'année prochaine",Promoteur immobilier,True,0
True,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Conducteur de travaux,False,0
False,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Chef d'agence négoce,False,0
True,Tiède,"A demandé un rendez-vous de suivi dans 1 mois, pas de décision avant",Promoteur immobilier,True,1
False,Tiède,"Sensible au rapport qualité/prix, attend un geste commercial pour avancer",Chef d'agence négoce,True,0
False,Froid,"Très attaché à son fournisseur actuel, pas ouvert à un changement",Promoteur immobilier,False,0
False,Tiède,"Projet en attente de financement, aucune date de réalisation prévue",Architecte,False,0
True,Tiède,"Marché conclu avec le client final, besoin de livrer en fin du trimestre",Responsable achats,True,1
False,Tiède,"A demandé des échantillons, projet probable mais délai incertain",Conducteur de travaux,True,1
True,Chaud,"Appel entrant - il nous a contacté directement, projet en phase de lancement",Architecte,False,1
False,Froid,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Conducteur de travaux,False,0
False,Froid,"Volume trop faible pour négocier, reste avec son fournisseur habituel",Chef d'agence négoce,False,0
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Conducteur de travaux,False,0
True,Tiède,"Chantier prévu en mars, budget ok, compare encore avec Knauf",Responsable achats,False,0
False,Tiède,"A évoqué Saint-Gobain comme référence, veut des arguments différenciants",Promoteur immobilier,False,0
True,Tiède,"Connaît la marque de réputation, veut voir des références de chantiers similaires",Promoteur immobilier,True,0
False,Froid,"Réunion téléphonique expéditive, à peine 15 minutes, pas de signal positif",Architecte,False,0
True,Tiède,"Commande en préparation pour un chantier taille standard, validation imminente",Chef d'agence négoce,True,1
True,Chaud,"Premier chantier avec nous, mais très motivé, budget sécurisé",Chef d'agence négoce,False,1
False,Tiède,"Réunion productive, a partagé les specs du projet mais rien de signé",Promoteur immobilier,True,0
False,Tiède,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Architecte,False,0
True,Chaud,"Bon feeling en réunion, mais projet encore au stade de l'étude de faisabilité",Promoteur immobilier,True,1
False,Froid,"Chantier prévu pour avril, budget validé, cherche le meilleur rapport qualité-prix",Promoteur immobilier,True,1
False,Tiède,"Budget approuvé, souhaite un rendez-vous pour finaliser la commande",Promoteur immobilier,False,1
False,Tiède,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Responsable achats,True,1
False,Froid,"Skeptique sur la performance, veut voir des résultats de tests d'abord",Chef d'agence négoce,True,0
True,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Conducteur de travaux,False,1
True,Tiède,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Conducteur de travaux,True,1
False,Chaud,"Projet confirmé pour Q1, budget validé en interne, très intéressé par nos produits",Responsable achats,False,1
True,Chaud,"Volume important prévu sur l'année, demande tarifs et conditions",Chef d'agence négoce,True,1
True,Chaud,"Deadline fin du mois, project manager sur place, décision rapide attendue",Responsable achats,True,1
True,Chaud,"Veut un devis rapide pour un projet de taille standard, budget disponible",Promoteur immobilier,True,1
False,Tiède,"Skeptique sur la performance, veut voir des résultats de tests d'abord",Responsable achats,True,0
False,Tiède,A demandé une proposition commerciale pour présenter en interne,Promoteur immobilier,True,0
True,Chaud,"Nouveau chantier démarré, besoin urgent de matériaux, budget OK",Chef d'agence négoce,False,1
False,Froid,"Réunion informative, pas d'engagement, veut comparer les options",Chef d'agence négoce,False,0
False,Tiède,"Besoin urgent avant fin juin, veut avancer rapidement, pas de concurrent mentionné",Conducteur de travaux,False,1
False,Tiède,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Conducteur de travaux,False,1
True,Chaud,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Responsable achats,True,0
True,Tiède,"Projet en attente de financement, aucune date de réalisation prévue",Chef d'agence négoce,True,0
False,Tiède,"Pas sensible à nos arguments, resté sur ses positions tout au long de l'entretien",Conducteur de travaux,False,0
False,Froid,"Chantier annulé, plus de besoin pour le moment",Chef d'agence négoce,True,0
True,Chaud,"A visité notre showroom, commande test envisagée dès la semaine prochaine",Promoteur immobilier,False,1
False,Froid,"Intéressé mais le timing ne convient pas, reviendra peut-être plus tard",Responsable achats,True,0
True,Chaud,"Urgence réelle, son fournisseur habituel en rupture, cherche une solution immédiate",Promoteur immobilier,False,1
False,Froid,"A raccourci la réunion, peu d'engagement, pas de suite annoncée",Chef d'agence négoce,False,0
False,Chaud,"Projet confirmé pour Q1, budget validé en interne, très intéressé par nos produits",Promoteur immobilier,True,1
False,Tiède,"Volume trop faible pour négocier, reste avec son fournisseur habituel",Architecte,True,0
True,Chaud,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Responsable achats,False,1
False,Froid,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Responsable achats,True,0
True,Froid,"Projet reporté à une date indéterminée, pas de budget alloué actuellement",Chef d'agence négoce,False,0
False,Tiède,"Intéressé mais trouve nos prix trop élevés, compare avec Knauf",Conducteur de travaux,True,1
False,Tiède,"A demandé un rendez-vous de suivi dans 1 mois, pas de décision avant",Chef d'agence négoce,False,0
False,Tiède,"Projet à confirmer, dépend d'un appel d'offres en cours",Architecte,False,1
True,Chaud,"Chantier de 200 logements en cours, cherche un fournisseur fiable rapidement",Promoteur immobilier,False,1
True,Chaud,"Budget signé, commande probable d'ici 3 semaines, très motivé",Architecte,False,1
False,Tiède,"Chantier imminent, a demandé les fiches techniques, budget débloqué",Responsable achats,False,1
False,Froid,"Pas de projet concret à court terme, juste une veille marché",Architecte,False,0
False,Tiède,"Sensible à notre argumentaire, mais concurrent en place depuis 3 ans",Conducteur de travaux,True,1
False,Froid,"A chiffré avec un concurrent 15% moins cher, demande alignement tarifaire",Promoteur immobilier,False,0
True,Chaud,"Volume trop faible pour négocier, reste avec son fournisseur habituel",Conducteur de travaux,False,0
False,Froid,"Prix trop élevé selon lui, travaille déjà avec un concurrent satisfaisant",Responsable achats,False,0
False,Froid,Intérêt réel mais cycle budgétaire annuel - décision prévue en septembre,Promoteur immobilier,True,1
True,Tiède,"Test avec un concurrent en cours, reviendra vers nous si insatisfait",Promoteur immobilier,False,0
False,Tiède,"Intéressé mais trouve nos prix trop élevés, compare avec Knauf",Promoteur immobilier,True,1
False,Froid,"Marché en pause, gel des investissements jusqu'à l'an prochain",Conducteur de travaux,True,0
False,Tiède,"Compare nos prix avec Isover, attend notre contre-proposition",Chef d'agence négoce,True,0
False,Chaud,"Veut voir une réf chantier avant de s'engager, à organiser une visite",Chef d'agence négoce,False,1
True,Chaud,"Très intéressé par nos produits, demande un devis pour un chantier de 1000m²",Chef d'agence négoce,False,1
False,Tiède,"Satisfait de son fournisseur actuel, pas de raison évidente de changer",Promoteur immobilier,False,0
True,Tiède,"Travaille déjà avec Isover, fidèle mais ouvert à tester sur un petit chantier",Responsable achats,True,1
True,Chaud,"Délai serré, très réceptif, souhaite une démo la semaine prochaine",Architecte,False,0
False,Froid,"Budget limité, cherche une alternative moins chère, à voir si on peut s'aligner",Conducteur de travaux,False,0
True,Chaud,"Chantier prévu pour mars, budget validé, cherche le meilleur rapport qualité-prix",Chef d'agence négoce,True,1
False,Froid,"Processus d'achat centralisé, décision pas entre ses mains",Responsable achats,False,0
True,Froid,"Trouve notre offre trop chère, Saint-Gobain proposé 15% moins cher",Responsable achats,False,0
